LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Noida,2020,Honda,City ZX CVT,Automatic,"10,322 km",Petrol,1st Owner,"₹13,91,999"
Noida,2014,Maruti,Swift Dzire LDI BS IV,Manual,"56,467 km",Diesel,1st Owner,"₹3,67,099"
Noida,2013,Maruti,Swift Dzire LDI BS IV,Manual,"49,944 km",Diesel,2nd Owner,"₹3,28,299"
Noida,2015,Maruti,Swift Dzire ZDI,Manual,"13,373 km",Diesel,2nd Owner,"₹5,59,199"
Noida,2015,Maruti,Swift Dzire VDI ABS,,"50,862 km",Diesel,1st Owner,"₹5,01,199"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"68,930 km",Diesel,1st Owner,"₹3,29,599"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,26,803 km",Diesel,1st Owner,"₹3,52,999"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"77,730 km",Diesel,1st Owner,"₹3,62,399"
Noida,2012,Maruti,Swift Dzire VDI BS IV,Manual,"49,310 km",Diesel,1st Owner,"₹3,64,399"
Noida,2014,Honda,City SV MT DIESEL,Manual,"79,174 km",Diesel,1st Owner,"₹5,41,199"
Noida,2017,Maruti,Dzire VDI,Manual,"1,09,291 km",Diesel,1st Owner,"₹5,23,199"
Noida,2014,Honda,City 1.5 E MT PETROL,Manual,"37,322 km",Petrol,2nd Owner,"₹4,95,499"
Noida,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"27,905 km",Petrol,1st Owner,"₹5,91,399"
Noida,2018,Maruti,Dzire ZDI Plus AMT,Automatic,"67,097 km",Diesel,2nd Owner,"₹6,26,299"
Noida,2018,Maruti,Dzire VXI,Manual,"42,575 km",Petrol,1st Owner,"₹6,10,999"
Noida,2016,Maruti,Ciaz ZDI+ SHVS,Manual,"56,758 km",Diesel,2nd Owner,"₹5,88,999"
Noida,2014,Maruti,Ciaz ZDI,Manual,"1,23,906 km",Diesel,3rd Owner,"₹4,37,599"
Noida,2013,Toyota,Etios GD,Manual,"47,074 km",Diesel,1st Owner,"₹3,85,699"
Noida,2015,BMW,5 Series 520D LUXURY LINE,Automatic,"80,744 km",Diesel,2nd Owner,"₹19,09,999"
Noida,2015,Mahindra,XUV500 W10,Manual,"1,14,885 km",Diesel,2nd Owner,"₹8,96,399"
Noida,2014,Toyota,Fortuner SPORTIVO 4X2 MT,Manual,"1,75,240 km",Diesel,1st Owner,"₹13,33,199"
Noida,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"74,189 km",Diesel,1st Owner,"₹12,15,399"
Noida,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,54,297 km",Diesel,1st Owner,"₹12,58,899"
Noida,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"76,953 km",Diesel,1st Owner,"₹12,82,999"
Noida,2012,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,46,017 km",Diesel,1st Owner,"₹10,77,899"
Noida,2014,Audi,Q3 2.0 TDI MT S EDITION,Manual,"66,027 km",Diesel,1st Owner,"₹13,83,199"
Noida,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,17,460 km",Diesel,2nd Owner,"₹12,68,299"
Noida,2014,Ssangyong,Rexton RX 6,Manual,"45,187 km",Diesel,2nd Owner,"₹6,88,699"
Noida,2017,BMW,X1 SDRIVE 20D,Automatic,"47,517 km",Diesel,1st Owner,"₹18,02,899"
Noida,2017,Mahindra,XUV500 W6 4X2,Manual,"1,93,599 km",Diesel,1st Owner,"₹7,94,799"
Noida,2018,Hyundai,Tucson New 2WD AT GL DIESEL,Automatic,"58,368 km",Diesel,1st Owner,"₹18,43,799"
Noida,2014,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,23,799 km",Diesel,2nd Owner,"₹13,41,199"
Noida,2017,Toyota,Fortuner 2.8 4x2 MT,Manual,"92,357 km",Diesel,1st Owner,"₹27,60,299"
Noida,2020,Mahindra,XUV500 W11 (O),Manual,"27,892 km",Diesel,1st Owner,"₹17,40,299"
Noida,2015,Audi,Q3 35 TDI Quattro,Automatic,"67,720 km",Diesel,3rd Owner,"₹15,14,699"
Noida,2015,Toyota,Fortuner 3.0 AT 4X2,Automatic,"90,313 km",Diesel,1st Owner,"₹15,55,199"
Noida,2009,Toyota,Corolla Altis G,Manual,"1,45,640 km",Petrol,2nd Owner,"₹1,86,971"
Noida,2016,Skoda,Superb 1.8 TSI LK AT,Automatic,"38,718 km",Petrol,3rd Owner,"₹12,76,499"
Noida,2012,Volvo,S60 SUMMUM D5,Automatic,"41,361 km",Diesel,2nd Owner,"₹9,40,799"
Noida,2014,Toyota,Corolla Altis D 4D G,Manual,"1,26,822 km",Diesel,1st Owner,"₹6,97,499"
Noida,2014,Toyota,Corolla Altis VL AT,Automatic,"21,567 km",Petrol,2nd Owner,"₹10,60,599"
Noida,2016,Skoda,Superb 1.8 TSI LK AT,Automatic,"38,718 km",Petrol,3rd Owner,"₹12,76,499"
Noida,2018,Toyota,Corolla Altis VL AT,Automatic,"53,593 km",Petrol,1st Owner,"₹14,91,399"
Noida,2013,Toyota,Corolla Altis D 4D G,Manual,"37,277 km",Diesel,1st Owner,"₹5,28,999"
Noida,2017,Skoda,Superb 1.8 TSI LK AT,Automatic,"19,965 km",Petrol,1st Owner,"₹20,36,199"
Noida,2016,Toyota,Corolla Altis G,Manual,"74,661 km",Petrol,1st Owner,"₹8,55,399"
Noida,2015,BMW,3 Series 320D,Automatic,"33,958 km",Diesel,2nd Owner,"₹17,21,299"
Noida,2013,Mercedes,Benz E Class E 250 CDI AVANTGARDE,Manual,"41,294 km",Diesel,2nd Owner,"₹15,75,499"
Noida,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹7,13,899"
Noida,2017,Mahindra,TUV300 T8,Manual,"19,065 km",Diesel,1st Owner,"₹6,95,099"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"50,742 km",Diesel,1st Owner,"₹7,16,999"
Noida,2016,Hyundai,Creta 1.6 SX CRDI,,"1,99,598 km",Diesel,1st Owner,"₹7,25,899"
Noida,2016,Hyundai,Creta 1.6 SX (O) CRDI,,"53,957 km",Diesel,1st Owner,"₹8,94,399"
Noida,2015,Maruti,S Cross ALPHA 1.3,Manual,"94,544 km",Diesel,1st Owner,"₹5,32,899"
Noida,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,21,060 km",Diesel,2nd Owner,"₹5,52,299"
Noida,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"24,768 km",Diesel,1st Owner,"₹8,77,099"
Noida,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"69,958 km",Diesel,1st Owner,"₹10,97,599"
Noida,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,78,399"
Noida,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,693 km",Petrol,2nd Owner,"₹7,26,099"
Noida,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"34,212 km",Petrol,1st Owner,"₹7,19,999"
Noida,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"37,026 km",Petrol,1st Owner,"₹7,30,899"
Noida,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"35,747 km",Diesel,1st Owner,"₹8,34,799"
Noida,2016,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"88,979 km",Diesel,1st Owner,"₹6,21,999"
Noida,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,356 km",Diesel,1st Owner,"₹6,76,099"
Noida,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"24,772 km",Diesel,2nd Owner,"₹8,75,599"
Noida,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"76,170 km",Petrol,1st Owner,"₹6,11,499"
Noida,2018,Maruti,Vitara Brezza ZDI,Manual,"83,300 km",Diesel,2nd Owner,"₹7,16,799"
Noida,2018,Hyundai,Creta 1.6 SX AT CRDI,Manual,"29,854 km",Diesel,3rd Owner,"₹12,35,999"
Noida,2020,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"30,097 km",Diesel,1st Owner,"₹10,21,799"
Noida,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"28,379 km",Diesel,1st Owner,"₹8,78,599"
Noida,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"97,613 km",Diesel,2nd Owner,"₹4,08,399"
Noida,2015,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"53,083 km",Petrol,1st Owner,"₹8,02,399"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"82,601 km",Diesel,1st Owner,"₹6,81,399"
Noida,2021,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,229 km",Petrol,1st Owner,"₹9,17,099"
Noida,2013,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"1,13,857 km",Diesel,1st Owner,"₹3,80,299"
Noida,2014,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"58,943 km",Petrol,1st Owner,"₹5,13,799"
Noida,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,579 km",Petrol,1st Owner,"₹4,11,299"
Noida,2016,Maruti,S Cross ALPHA 1.6,Manual,"1,17,629 km",Diesel,1st Owner,"₹5,47,399"
Noida,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"37,026 km",Petrol,1st Owner,"₹7,30,899"
Noida,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"35,747 km",Diesel,1st Owner,"₹8,34,799"
Noida,2016,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"88,979 km",Diesel,1st Owner,"₹6,21,999"
Noida,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,356 km",Diesel,1st Owner,"₹6,76,099"
Noida,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"24,772 km",Diesel,2nd Owner,"₹8,75,599"
Noida,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"76,170 km",Petrol,1st Owner,"₹6,11,499"
Noida,2018,Maruti,Vitara Brezza ZDI,Manual,"83,300 km",Diesel,2nd Owner,"₹7,16,799"
Noida,2018,Hyundai,Creta 1.6 SX AT CRDI,Manual,"29,854 km",Diesel,3rd Owner,"₹12,35,999"
Noida,2020,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"30,097 km",Diesel,1st Owner,"₹10,21,799"
Noida,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"28,379 km",Diesel,1st Owner,"₹8,78,599"
Noida,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"97,613 km",Diesel,2nd Owner,"₹4,08,399"
Noida,2015,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"53,083 km",Petrol,1st Owner,"₹8,02,399"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"82,601 km",Diesel,1st Owner,"₹6,81,399"
Noida,2021,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,229 km",Petrol,1st Owner,"₹9,17,099"
Noida,2013,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"1,13,857 km",Diesel,1st Owner,"₹3,80,299"
Noida,2014,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"58,943 km",Petrol,1st Owner,"₹5,13,799"
Noida,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,579 km",Petrol,1st Owner,"₹4,11,299"
Noida,2017,Mahindra,TUV300 T8,Manual,"37,328 km",Diesel,1st Owner,"₹6,91,099"
Noida,2015,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"43,635 km",Petrol + CNG,1st Owner,"₹4,95,399"
Noida,2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"19,885 km",Diesel,1st Owner,"₹8,40,299"
Noida,2014,Ford,Ecosport 1.5 TITANIUMTDCI OPT,Manual,"66,779 km",Diesel,1st Owner,"₹5,01,699"
Noida,2015,Hyundai,Creta 1.6 SX CRDI,,"1,17,683 km",Diesel,1st Owner,"₹7,93,899"
Noida,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"50,683 km",Diesel,2nd Owner,"₹4,49,599"
Noida,2017,Maruti,S Cross ALPHA SHVS,Manual,"96,542 km",Diesel,2nd Owner,"₹8,66,699"
Noida,2013,Maruti,Ertiga VDI ABS,Manual,"1,12,745 km",Diesel,1st Owner,"₹4,92,599"
Noida,2016,Maruti,Vitara Brezza ZDI PLUS,Manual,"34,879 km",Diesel,1st Owner,"₹7,30,699"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"35,406 km",Diesel,1st Owner,"₹7,64,599"
Noida,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"7,789 km",Petrol,1st Owner,"₹7,53,199"
Noida,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"27,829 km",Petrol,1st Owner,"₹7,40,799"
Noida,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"22,443 km",Petrol,2nd Owner,"₹8,28,899"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"20,713 km",Diesel,1st Owner,"₹7,92,399"
Noida,2019,Ford,Ecosport TITANIUM PLUS 1.5 TI VCT MT,,"14,623 km",Petrol,1st Owner,"₹9,11,999"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"36,807 km",Diesel,1st Owner,"₹7,71,899"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"26,505 km",Diesel,1st Owner,"₹7,50,799"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"49,708 km",Diesel,1st Owner,"₹7,86,599"
Noida,2019,Maruti,Vitara Brezza VDI AMT,Manual,"56,076 km",Diesel,1st Owner,"₹9,00,599"
Noida,2017,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"31,557 km",Petrol,1st Owner,"₹7,73,399"
Noida,2014,Mahindra,Scorpio SLE BS IV,Manual,"45,347 km",Diesel,3rd Owner,"₹5,37,999"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"79,494 km",Diesel,1st Owner,"₹5,77,637"
Noida,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"29,749 km",Diesel,2nd Owner,"₹6,98,199"
Noida,2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"40,899 km",Diesel,1st Owner,"₹7,11,799"
Noida,2019,Maruti,Vitara Brezza ZDI AMT,Automatic,"32,662 km",Diesel,1st Owner,"₹9,10,599"
Noida,2021,Maruti,XL6 ZETA SHVS,Manual,"2,685 km",Petrol,1st Owner,"₹10,64,799"
Noida,2017,Mahindra,TUV300 T8,Manual,"37,328 km",Diesel,1st Owner,"₹6,91,099"
Noida,2015,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"43,635 km",Petrol + CNG,1st Owner,"₹4,95,399"
Noida,2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"19,885 km",Diesel,1st Owner,"₹8,40,299"
Noida,2014,Ford,Ecosport 1.5 TITANIUMTDCI OPT,Manual,"66,779 km",Diesel,1st Owner,"₹5,01,699"
Noida,2015,Hyundai,Creta 1.6 SX CRDI,,"1,17,683 km",Diesel,1st Owner,"₹7,93,899"
Noida,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"50,683 km",Diesel,2nd Owner,"₹4,49,599"
Noida,2017,Maruti,S Cross ALPHA SHVS,Manual,"96,542 km",Diesel,2nd Owner,"₹8,66,699"
Noida,2013,Maruti,Ertiga VDI ABS,Manual,"1,12,745 km",Diesel,1st Owner,"₹4,92,599"
Noida,2016,Maruti,Vitara Brezza ZDI PLUS,Manual,"34,879 km",Diesel,1st Owner,"₹7,30,699"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"35,406 km",Diesel,1st Owner,"₹7,64,599"
Noida,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"7,789 km",Petrol,1st Owner,"₹7,53,199"
Noida,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"27,829 km",Petrol,1st Owner,"₹7,40,799"
Noida,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"22,443 km",Petrol,2nd Owner,"₹8,28,899"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"20,713 km",Diesel,1st Owner,"₹7,92,399"
Noida,2019,Ford,Ecosport TITANIUM PLUS 1.5 TI VCT MT,,"14,623 km",Petrol,1st Owner,"₹9,11,999"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"36,807 km",Diesel,1st Owner,"₹7,71,899"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"26,505 km",Diesel,1st Owner,"₹7,50,799"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"52,300 km",Diesel,1st Owner,"₹7,87,899"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"75,243 km",Diesel,1st Owner,"₹7,78,199"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"27,455 km",Diesel,1st Owner,"₹8,44,899"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"18,028 km",Diesel,1st Owner,"₹8,16,899"
Noida,2017,Mahindra,Bolero Power+ ZLX Micro Hybrid,Manual,"95,145 km",Diesel,1st Owner,"₹5,72,399"
Noida,2013,Renault,Duster 85 PS RXL OPT,Manual,"96,788 km",Diesel,1st Owner,"₹4,21,499"
Noida,2017,Maruti,Vitara Brezza VDI OPT,Manual,"35,231 km",Diesel,1st Owner,"₹6,21,899"
Noida,2019,Toyota,Innova Crysta 2.8 GX AT 7 STR,Automatic,"31,813 km",Diesel,1st Owner,"₹16,82,999"
Noida,2019,Maruti,Ertiga VXI SMART HYBRID,Manual,"11,476 km",Petrol,1st Owner,"₹8,34,599"
Noida,2018,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"52,134 km",Diesel,2nd Owner,"₹6,28,299"
Noida,2015,Maruti,Ertiga VXI,Manual,"43,104 km",Petrol,1st Owner,"₹6,10,899"
Noida,2014,Renault,Duster 85 PS RXL,Manual,"51,727 km",Diesel,1st Owner,"₹4,30,099"
Noida,2017,Ford,Ecosport 1.5 TREND TI VCT,Manual,"40,392 km",Petrol + CNG,1st Owner,"₹6,22,399"
Noida,2016,Renault,Duster RXZ DIESEL 110,Manual,"58,152 km",Diesel,2nd Owner,"₹5,54,099"
Noida,2014,Maruti,Ertiga ZDI,Manual,"93,340 km",Diesel,2nd Owner,"₹5,59,199"
Noida,2020,Mahindra,XUV 3OO W4 PETROL,Manual,"6,573 km",Petrol,1st Owner,"₹7,81,299"
Noida,2015,Hyundai,Creta 1.6 SX (O) CRDI,,"58,003 km",Diesel,1st Owner,"₹8,41,999"
Noida,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"1,02,117 km",Diesel,1st Owner,"₹4,49,799"
Noida,2014,Renault,Duster 85 PS RXE,Manual,"1,59,012 km",Diesel,1st Owner,"₹4,37,699"
Noida,2016,Maruti,Vitara Brezza ZDI,Manual,"54,460 km",Diesel,1st Owner,"₹6,58,899"
Noida,2016,Maruti,Vitara Brezza VDI,Manual,"30,116 km",Diesel,1st Owner,"₹6,46,799"
Noida,2016,Maruti,Vitara Brezza VDI OPT,Manual,"73,453 km",Diesel,2nd Owner,"₹6,46,199"
Noida,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"50,477 km",Diesel,2nd Owner,"₹5,96,099"
Noida,2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"16,090 km",Petrol,1st Owner,"₹7,56,599"
Noida,2013,Maruti,Ertiga VDI ABS,Manual,"1,19,067 km",Diesel,3rd Owner,"₹4,38,899"
Noida,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"35,869 km",Petrol,1st Owner,"₹8,13,399"
Noida,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"46,082 km",Diesel,2nd Owner,"₹7,83,999"
Noida,2016,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"90,171 km",Diesel,1st Owner,"₹6,31,899"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"54,715 km",Diesel,2nd Owner,"₹7,31,699"
Noida,2018,Maruti,Vitara Brezza VDI OPT,Manual,"71,192 km",Diesel,1st Owner,"₹7,01,699"
Noida,2018,Maruti,Vitara Brezza VDI,Manual,"1,12,703 km",Diesel,1st Owner,"₹7,14,599"
Noida,2018,Maruti,Vitara Brezza ZDI,Manual,"54,687 km",Diesel,1st Owner,"₹7,53,599"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"25,398 km",Diesel,1st Owner,"₹8,21,799"
Noida,2019,Maruti,Vitara Brezza VDI,Manual,"37,696 km",Diesel,1st Owner,"₹8,41,299"
Noida,2020,Maruti,Vitara Brezza ZDI + AMT,Automatic,"17,465 km",Diesel,1st Owner,"₹10,90,499"
Noida,2017,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"20,923 km",Petrol,1st Owner,"₹8,02,199"
Noida,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"14,976 km",Petrol,3rd Owner,"₹12,56,399"
Noida,2016,Nissan,Terrano XL P,Manual,"61,139 km",Petrol,2nd Owner,"₹5,51,799"
Noida,2013,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"63,747 km",Diesel,1st Owner,"₹6,27,199"
Noida,2018,Mahindra,Bolero Power+ SLX,Manual,"51,739 km",Diesel,1st Owner,"₹7,29,899"
Noida,2016,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"34,842 km",Petrol,1st Owner,"₹5,54,599"
Noida,2016,Maruti,Vitara Brezza VDI OPT,Manual,"41,629 km",Diesel,1st Owner,"₹6,57,599"
Noida,2016,Hyundai,Creta 1.4 S CRDI,,"54,233 km",Diesel,1st Owner,"₹8,33,699"
Noida,2019,Hyundai,VENUE SX(O) CRDi,Manual,"25,835 km",Diesel,1st Owner,"₹9,46,199"
Noida,2019,Ford,Ecosport 1.5 TREND+ TDCI,Manual,"53,457 km",Diesel,1st Owner,"₹7,76,799"
Noida,2017,Maruti,Ertiga VDI SHVS,Manual,"16,930 km",Diesel,1st Owner,"₹6,39,099"
Noida,2017,Maruti,Ertiga VDI SHVS,Manual,"87,376 km",Diesel,1st Owner,"₹6,77,399"
Noida,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"16,683 km",Petrol,1st Owner,"₹7,98,999"
Noida,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"5,925 km",Petrol,1st Owner,"₹14,12,399"
Gurgaon,2017,Mahindra,TUV300 T8,Manual,"19,065 km",Diesel,1st Owner,"₹6,95,099"
Gurgaon,2018,Maruti,Vitara Brezza VDI OPT,Manual,"50,742 km",Diesel,1st Owner,"₹7,16,999"
Gurgaon,2016,Hyundai,Creta 1.6 SX CRDI,,"1,99,598 km",Diesel,1st Owner,"₹7,25,899"
Gurgaon,2016,Hyundai,Creta 1.6 SX (O) CRDI,,"53,957 km",Diesel,1st Owner,"₹8,94,399"
Gurgaon,2015,Maruti,S Cross ALPHA 1.3,Manual,"94,544 km",Diesel,1st Owner,"₹5,32,899"
Gurgaon,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,21,060 km",Diesel,2nd Owner,"₹5,52,299"
Gurgaon,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"24,768 km",Diesel,1st Owner,"₹8,77,099"
Gurgaon,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"69,958 km",Diesel,1st Owner,"₹10,97,599"
Gurgaon,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,78,399"
Gurgaon,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,693 km",Petrol,2nd Owner,"₹7,26,099"
Gurgaon,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"34,212 km",Petrol,1st Owner,"₹7,19,999"
Gurgaon,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"37,026 km",Petrol,1st Owner,"₹7,30,899"
Gurgaon,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"35,747 km",Diesel,1st Owner,"₹8,34,799"
Gurgaon,2016,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"88,979 km",Diesel,1st Owner,"₹6,21,999"
Gurgaon,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,356 km",Diesel,1st Owner,"₹6,76,099"
Gurgaon,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"24,772 km",Diesel,2nd Owner,"₹8,75,599"
Gurgaon,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"76,170 km",Petrol,1st Owner,"₹6,11,499"
Gurgaon,2018,Maruti,Vitara Brezza ZDI,Manual,"83,300 km",Diesel,2nd Owner,"₹7,16,799"
Gurgaon,2018,Hyundai,Creta 1.6 SX AT CRDI,Manual,"29,854 km",Diesel,3rd Owner,"₹12,35,999"
Gurgaon,2020,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"30,097 km",Diesel,1st Owner,"₹10,21,799"
Gurgaon,2016,Hyundai,Creta 1.6 SX CRDI,,"1,99,598 km",Diesel,1st Owner,"₹7,25,899"
Gurgaon,2016,Hyundai,Creta 1.6 SX (O) CRDI,,"53,957 km",Diesel,1st Owner,"₹8,94,399"
Gurgaon,2015,Maruti,S Cross ALPHA 1.3,Manual,"94,544 km",Diesel,1st Owner,"₹5,32,899"
Gurgaon,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,21,060 km",Diesel,2nd Owner,"₹5,52,299"
Gurgaon,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"24,768 km",Diesel,1st Owner,"₹8,77,099"
Gurgaon,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"69,958 km",Diesel,1st Owner,"₹10,97,599"
Gurgaon,2016,Maruti,Vitara Brezza ZDI,Manual,"92,569 km",Diesel,1st Owner,"₹6,78,399"
Gurgaon,2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,693 km",Petrol,2nd Owner,"₹7,26,099"
Gurgaon,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"34,212 km",Petrol,1st Owner,"₹7,19,999"
Gurgaon,2017,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"37,026 km",Petrol,1st Owner,"₹7,30,899"
Gurgaon,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"35,747 km",Diesel,1st Owner,"₹8,34,799"
Gurgaon,2016,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"88,979 km",Diesel,1st Owner,"₹6,21,999"
Gurgaon,2017,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"68,356 km",Diesel,1st Owner,"₹6,76,099"
Gurgaon,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"24,772 km",Diesel,2nd Owner,"₹8,75,599"
Gurgaon,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"76,170 km",Petrol,1st Owner,"₹6,11,499"
Gurgaon,2018,Maruti,Vitara Brezza ZDI,Manual,"83,300 km",Diesel,2nd Owner,"₹7,16,799"
Gurgaon,2018,Hyundai,Creta 1.6 SX AT CRDI,Manual,"29,854 km",Diesel,3rd Owner,"₹12,35,999"
Gurgaon,2020,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"30,097 km",Diesel,1st Owner,"₹10,21,799"
